鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,新竹市,房地(土地+建物)+車位,新竹市新竹市東區介壽路19號旁-A6-2F,19.5,住,Unnamed: 5,Unnamed: 6,1060601,土地13建物1車位1,二層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,156.19,3,2,2.1,有,無,13110000,98844,坡道平面,37.72,1400000,Unnamed: 26,RPQNMLSLKIMFFAO66CB,國泰禾,Unnamed: 29,來源資料夾
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口D棟8樓,22.3,其他,,,1051222.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.92,3.0,2.0,2.0,有,無,8280000.0,60005.0,坡道平面,27.43,1050000.0,,RPRSNLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口D棟6樓,22.3,其他,,,1051222.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.92,3.0,2.0,2.0,有,無,8210000.0,59424.0,坡道平面,27.43,1050000.0,,RPSSNLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口D棟7樓,22.3,其他,,,1051222.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.92,3.0,2.0,2.0,有,無,8350000.0,59756.0,坡道平面,27.43,1150000.0,,RPTSNLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口D棟3樓,22.3,其他,,,1051226.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.92,3.0,2.0,2.0,有,無,7840000.0,57183.0,坡道平面,27.43,950000.0,,RPUSNLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口D棟9樓,22.3,其他,,,1051223.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.92,3.0,2.0,2.0,有,無,8320000.0,60337.0,坡道平面,27.43,1050000.0,,RPVSNLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口D棟10樓,22.3,其他,,,1051223.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.92,3.0,2.0,2.0,有,無,8450000.0,60586.0,坡道平面,27.43,1150000.0,,RPWSNLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口D棟5樓,22.3,其他,,,1051228.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.92,3.0,2.0,2.0,有,無,8150000.0,58926.0,坡道平面,27.43,1050000.0,,RPOTNLRJLHMFFAO86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟12樓,22.39,其他,,,1051221.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8270000.0,59907.0,坡道平面,27.43,1050000.0,,RPPTNLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟9樓,22.39,其他,,,1051222.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8460000.0,60654.0,坡道平面,27.43,1150000.0,,RPQTNLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟8樓,22.39,其他,,,1051221.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8520000.0,60322.0,坡道平面,27.43,1250000.0,,RPRTNLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟7樓,22.39,其他,,,1051226.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8280000.0,59990.0,坡道平面,27.43,1050000.0,,RPSTNLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟6樓,22.39,其他,,,1051221.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8350000.0,59741.0,坡道平面,27.43,1150000.0,,RPTTNLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟10樓,22.39,其他,,,1051223.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8590000.0,60903.0,坡道平面,27.43,1250000.0,,RPUTNLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟14樓,22.39,其他,,,1060104.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8010000.0,57750.0,坡道平面,27.43,1050000.0,,RPVTNLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口D棟2樓,22.3,其他,,,1051222.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.92,3.0,2.0,2.0,有,無,7980000.0,56685.0,坡道平面,27.43,1150000.0,,RPWTNLRJLHMFFAO67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟13樓,22.39,其他,,,1060103.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8270000.0,59907.0,坡道平面,27.43,1050000.0,,RPXTNLRJLHMFFAO77CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟11樓,22.39,其他,,,1051227.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8330000.0,59575.0,坡道平面,27.43,1150000.0,,RPOUNLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟14樓,28.64,其他,,,1051226.0,土地1建物1車位2,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,12750000.0,66869.0,坡道平面,54.86,2150000.0,,RPRUNLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟12樓,28.64,其他,,,1051226.0,土地1建物1車位2,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,12590000.0,68067.0,坡道平面,54.86,1800000.0,,RPSUNLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟2樓,22.39,其他,,,1051227.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,7520000.0,53684.0,坡道平面,27.43,1050000.0,,RPTUNLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟4樓,22.39,其他,,,1051221.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,7650000.0,55592.0,坡道平面,27.43,950000.0,,RPUUNLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟5樓,22.39,其他,,,1051227.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,8090000.0,59243.0,坡道平面,27.43,950000.0,,RPVUNLRJLHMFFAO67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口C棟3樓,22.39,其他,,,1051221.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.95,3.0,2.0,2.0,有,無,7760000.0,54846.0,坡道平面,27.43,1150000.0,,RPWUNLRJLHMFFAO77CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟11樓,28.64,其他,,,1051226.0,土地1建物1車位2,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,12940000.0,67752.0,坡道平面,54.86,2200000.0,,RPXUNLRJLHMFFAO87CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟9樓,28.64,其他,,,1051223.0,土地1建物1車位2,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,12870000.0,67941.0,坡道平面,54.86,2100000.0,,RPPVNLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟13樓,28.64,其他,,,1051226.0,土地1建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,13150000.0,67184.0,坡道平面,54.86,2500000.0,,RPQVNLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟4樓,28.68,其他,,,1051223.0,土地1建物1車位2,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.04,3.0,2.0,2.0,有,無,12400000.0,65922.0,坡道平面,56.52,1950000.0,,RPRVNLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟5樓,28.64,其他,,,1051223.0,土地1建物1車位2,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,12540000.0,67436.0,坡道平面,54.86,1850000.0,,RPSVNLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟12樓,27.13,其他,,,1060103.0,土地1建物1車位2,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.95,3.0,2.0,2.0,有,無,11290000.0,63798.0,坡道平面,54.2,1800000.0,親友、員工或其他特殊關係間之交易。買受人2人,RPTVNLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟6樓,28.64,其他,,,1051227.0,土地1建物1車位2,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,12670000.0,67941.0,坡道平面,54.86,1900000.0,,RPUVNLRJLHMFFAO67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟13樓,27.13,其他,,,1051226.0,土地1建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.95,3.0,2.0,2.0,有,無,11140000.0,63798.0,坡道平面,54.2,1650000.0,親友、員工或其他特殊關係間之交易。買受人2人,RPVVNLRJLHMFFAO77CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟2樓,27.71,其他,,,1051223.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,185.95,3.0,2.0,2.0,有,無,11000000.0,62768.0,坡道平面,27.43,1050000.0,,RPWVNLRJLHMFFAO87CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟8樓,28.59,其他,,,1051227.0,土地1建物1車位2,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.72,3.0,2.0,2.0,有,無,12920000.0,68256.0,坡道平面,54.2,2100000.0,,RPXVNLRJLHMFFAO97CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟14樓,27.21,其他,,,1060102.0,土地1建物1車位2,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,205.27,3.0,2.0,2.0,有,無,11700000.0,66891.0,坡道平面,56.52,1750000.0,,RPOWNLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟7樓,28.64,其他,,,1051226.0,土地1建物1車位2,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,13010000.0,68193.0,坡道平面,54.86,2200000.0,,RPPWNLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口B棟3樓,28.64,其他,,,1060104.0,土地1建物1車位2,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,213.38,3.0,2.0,2.0,有,無,12250000.0,65922.0,坡道平面,54.86,1800000.0,,RPQWNLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟7樓,26.25,其他,,,1051222.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.18,3.0,2.0,2.0,有,無,11250000.0,67899.0,坡道平面,27.43,1150000.0,,RPRWNLRJLHMFFAO47CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟4樓,27.17,其他,,,1051226.0,土地1建物1車位2,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.61,3.0,2.0,2.0,有,無,11460000.0,65950.0,坡道平面,54.86,1650000.0,,RPSWNLRJLHMFFAO57CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟5樓,27.17,其他,,,1051222.0,土地1建物1車位2,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.61,3.0,2.0,2.0,有,無,11990000.0,67496.0,坡道平面,54.86,1950000.0,,RPTWNLRJLHMFFAO67CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟6樓,27.17,其他,,,1051227.0,土地1建物1車位2,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.61,3.0,2.0,2.0,有,無,12100000.0,67899.0,坡道平面,54.86,2000000.0,,RPUWNLRJLHMFFAO77CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟9樓,27.13,其他,,,1051227.0,土地1建物1車位2,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.95,3.0,2.0,2.0,有,無,11800000.0,68235.0,坡道平面,54.2,1650000.0,,RPVWNLRJLHMFFAO87CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟11樓,27.13,其他,,,1051226.0,土地1建物1車位2,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.61,3.0,2.0,2.0,有,無,12080000.0,67465.0,坡道平面,54.2,2000000.0,,RPWWNLRJLHMFFAO97CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟8樓,27.17,其他,,,1051223.0,土地1建物1車位2,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.61,3.0,2.0,2.0,有,無,12000000.0,68571.0,坡道平面,54.86,1800000.0,,RPXWNLRJLHMFFAO08CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟2樓,26.25,其他,,,1051223.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.18,3.0,2.0,2.0,有,無,10620000.0,63664.0,坡道平面,27.43,1150000.0,,RPONOLRJLHMFFAO98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟10樓,27.17,其他,,,1051226.0,土地1建物1車位2,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.61,3.0,2.0,2.0,有,無,12330000.0,69109.0,坡道平面,54.86,2050000.0,,RPPNOLRJLHMFFAO09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口A棟3樓,26.25,其他,,,1051226.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.18,3.0,2.0,2.0,有,無,11060000.0,65950.0,坡道平面,27.43,1250000.0,,RPQNOLRJLHMFFAO56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟5樓,21.09,其他,,,1051227.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7940000.0,59042.0,坡道平面,27.43,1250000.0,,RPRNOLRJLHMFFAO66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟3樓,21.09,其他,,,1051226.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7520000.0,56217.0,坡道平面,27.43,1150000.0,,RPSNOLRJLHMFFAO76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟4樓,21.09,其他,,,1051221.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7670000.0,56659.0,坡道平面,27.43,1250000.0,,RPTNOLRJLHMFFAO86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟6樓,21.09,其他,,,1060104.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7890000.0,59483.0,坡道平面,27.43,1150000.0,,RPUNOLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟2樓,21.09,其他,,,1051223.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7290000.0,54188.0,坡道平面,27.43,1150000.0,,RPVNOLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟14樓,27.17,其他,,,1060103.0,土地1建物1車位2,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.09,3.0,2.0,2.0,有,無,12060000.0,66894.0,坡道平面,65.44,2250000.0,,RPWNOLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟7樓,21.09,其他,,,1051221.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7920000.0,59748.0,坡道平面,27.43,1150000.0,,RPXNOLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口M棟9樓,21.09,其他,,,1051222.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.74,3.0,2.0,2.0,有,無,7920000.0,59748.0,坡道平面,27.43,1150000.0,,RPOOOLRJLHMFFAO09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口L棟13樓,26.87,其他,,,1051226.0,土地1建物1車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.17,3.0,2.0,2.0,有,無,11680000.0,68053.0,坡道平面,56.52,1700000.0,,RPPOOLRJLHMFFAO56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟7樓,14.42,其他,,,1051222.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5840000.0,60085.0,坡道平面,27.43,1050000.0,,RPROOLRJLHMFFAO76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟2樓,14.42,其他,,,1051227.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5470000.0,55444.0,坡道平面,27.43,1050000.0,,RPSOOLRJLHMFFAO86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟4樓,14.42,其他,,,1051226.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5660000.0,57827.0,坡道平面,27.43,1050000.0,,RPTOOLRJLHMFFAO96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟3樓,14.42,其他,,,1051227.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5660000.0,57827.0,坡道平面,27.43,1050000.0,,RPUOOLRJLHMFFAO07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟8樓,14.42,其他,,,1051227.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5860000.0,60336.0,坡道平面,27.43,1050000.0,,RPVOOLRJLHMFFAO17CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟5樓,14.42,其他,,,1051221.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5790000.0,59458.0,坡道平面,27.43,1050000.0,,RPWOOLRJLHMFFAO27CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新竹市,房地(土地+建物)+車位,新竹市新竹市八德路19巷及公園路82巷口I棟9樓,14.42,其他,,,1051222.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.15,2.0,2.0,1.0,有,無,5890000.0,60712.0,坡道平面,27.43,1050000.0,,RPXOOLRJLHMFFAO37CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
